"subject","age.group","condition","scene","target","timefromonset","timefromverb","timefromnoun","targetlook"
1,"Adults","control","sink1.png","dishes",4900,4300,3700,0
1,"Adults","control","sink1.png","dishes",5000,4400,3800,0
1,"Adults","control","table1.png","cards",-4000,-4700,-5500,0.166666666666667
1,"Adults","control","table1.png","cards",-3900,-4600,-5400,0
1,"Adults","control","table1.png","cards",-3800,-4500,-5300,0
1,"Adults","control","table1.png","cards",-3700,-4400,-5200,0
1,"Adults","control","table1.png","cards",-3600,-4300,-5100,0
1,"Adults","control","table1.png","cards",-3500,-4200,-5000,0.08
1,"Adults","control","table1.png","cards",-3400,-4100,-4900,0
1,"Adults","control","table1.png","cards",-3300,-4000,-4800,0
1,"Adults","control","table1.png","cards",-3200,-3900,-4700,0
1,"Adults","control","table1.png","cards",-3100,-3800,-4600,0.1
1,"Adults","control","table1.png","cards",-3000,-3700,-4500,1
1,"Adults","control","table1.png","cards",-2900,-3600,-4400,1
1,"Adults","control","table1.png","cards",-2800,-3500,-4300,1
1,"Adults","control","table1.png","cards",-2700,-3400,-4200,1
1,"Adults","control","table1.png","cards",-2600,-3300,-4100,1
1,"Adults","control","table1.png","cards",-2500,-3200,-4000,1
1,"Adults","control","table1.png","cards",-2400,-3100,-3900,1
1,"Adults","control","table1.png","cards",-2300,-3000,-3800,1
1,"Adults","control","table1.png","cards",-2200,-2900,-3700,0.44
1,"Adults","control","table1.png","cards",-2100,-2800,-3600,0
1,"Adults","control","table1.png","cards",-2000,-2700,-3500,0
1,"Adults","control","table1.png","cards",-1900,-2600,-3400,0
1,"Adults","control","table1.png","cards",-1800,-2500,-3300,0
1,"Adults","control","table1.png","cards",-1700,-2400,-3200,0
1,"Adults","control","table1.png","cards",-1600,-2300,-3100,0
1,"Adults","control","table1.png","cards",-1500,-2200,-3000,0
1,"Adults","control","table1.png","cards",-1400,-2100,-2900,0
1,"Adults","control","table1.png","cards",-1300,-2000,-2800,0
1,"Adults","control","table1.png","cards",-1200,-1900,-2700,0
1,"Adults","control","table1.png","cards",-900,-1600,-2400,0
1,"Adults","control","table1.png","cards",-800,-1500,-2300,0
1,"Adults","control","table1.png","cards",-700,-1400,-2200,0
1,"Adults","control","table1.png","cards",-200,-900,-1700,0
1,"Adults","control","table1.png","cards",-100,-800,-1600,0
1,"Adults","control","table1.png","cards",0,-700,-1500,0.42
1,"Adults","control","table1.png","cards",100,-600,-1400,1
1,"Adults","control","table1.png","cards",200,-500,-1300,1
1,"Adults","control","table1.png","cards",300,-400,-1200,1
1,"Adults","control","table1.png","cards",400,-300,-1100,1
1,"Adults","control","table1.png","cards",500,-200,-1000,1
1,"Adults","control","table1.png","cards",600,-100,-900,1
1,"Adults","control","table1.png","cards",700,0,-800,1
1,"Adults","control","table1.png","cards",800,100,-700,0.82
1,"Adults","control","table1.png","cards",900,200,-600,0
1,"Adults","control","table1.png","cards",1000,300,-500,0
1,"Adults","control","table1.png","cards",1100,400,-400,0
1,"Adults","control","table1.png","cards",1200,500,-300,0
1,"Adults","control","table1.png","cards",1300,600,-200,0
1,"Adults","control","table1.png","cards",1400,700,-100,0
1,"Adults","control","table1.png","cards",1500,800,0,0
1,"Adults","control","table1.png","cards",1600,900,100,0.7
1,"Adults","control","table1.png","cards",1700,1000,200,1
1,"Adults","control","table1.png","cards",1800,1100,300,1
1,"Adults","control","table1.png","cards",1900,1200,400,1
1,"Adults","control","table1.png","cards",2000,1300,500,1
1,"Adults","control","table1.png","cards",2100,1400,600,1
1,"Adults","control","table1.png","cards",2200,1500,700,1
1,"Adults","control","table1.png","cards",2300,1600,800,1
1,"Adults","control","table1.png","cards",2400,1700,900,1
1,"Adults","control","table1.png","cards",2500,1800,1000,1
1,"Adults","control","table1.png","cards",2600,1900,1100,1
1,"Adults","control","table1.png","cards",2700,2000,1200,0.5625
1,"Adults","control","table1.png","cards",2800,2100,1300,0.74
1,"Adults","control","table1.png","cards",2900,2200,1400,1
1,"Adults","control","table1.png","cards",3000,2300,1500,1
1,"Adults","control","table1.png","cards",3100,2400,1600,1
1,"Adults","control","table1.png","cards",3200,2500,1700,1
1,"Adults","control","table1.png","cards",3300,2600,1800,1
1,"Adults","control","table1.png","cards",3400,2700,1900,1
1,"Adults","control","table1.png","cards",3500,2800,2000,1
1,"Adults","control","table1.png","cards",3600,2900,2100,1
1,"Adults","control","table1.png","cards",3700,3000,2200,1
1,"Adults","control","table1.png","cards",3800,3100,2300,1
1,"Adults","control","table1.png","cards",3900,3200,2400,1
1,"Adults","control","table1.png","cards",4000,3300,2500,1
1,"Adults","control","table1.png","cards",4100,3400,2600,1
1,"Adults","control","table1.png","cards",4200,3500,2700,1
1,"Adults","control","table1.png","cards",4300,3600,2800,1
1,"Adults","control","table1.png","cards",4400,3700,2900,1
1,"Adults","control","table1.png","cards",4500,3800,3000,1
1,"Adults","control","table1.png","cards",4600,3900,3100,1
1,"Adults","control","table1.png","cards",4700,4000,3200,1
1,"Adults","control","table1.png","cards",4800,4100,3300,1
1,"Adults","control","table1.png","cards",4900,4200,3400,1
1,"Adults","control","table1.png","cards",5000,4300,3500,1
1,"Adults","critical","counter2.png","sandwich",-4100,-4700,-5500,0
1,"Adults","critical","counter2.png","sandwich",-4000,-4600,-5400,0.76
1,"Adults","critical","counter2.png","sandwich",-3900,-4500,-5300,1
1,"Adults","critical","counter2.png","sandwich",-3800,-4400,-5200,1
1,"Adults","critical","counter2.png","sandwich",-3700,-4300,-5100,0.28
1,"Adults","critical","counter2.png","sandwich",-3600,-4200,-5000,0
1,"Adults","critical","counter2.png","sandwich",-3500,-4100,-4900,0
1,"Adults","critical","counter2.png","sandwich",-3400,-4000,-4800,0
1,"Adults","critical","counter2.png","sandwich",-3300,-3900,-4700,0.4
1,"Adults","critical","counter2.png","sandwich",-3200,-3800,-4600,1
1,"Adults","critical","counter2.png","sandwich",-3100,-3700,-4500,1
1,"Adults","critical","counter2.png","sandwich",-3000,-3600,-4400,1
1,"Adults","critical","counter2.png","sandwich",-2900,-3500,-4300,1
1,"Adults","critical","counter2.png","sandwich",-2800,-3400,-4200,1
1,"Adults","critical","counter2.png","sandwich",-2700,-3300,-4100,1
1,"Adults","critical","counter2.png","sandwich",-2600,-3200,-4000,0.1
1,"Adults","critical","counter2.png","sandwich",-2500,-3100,-3900,0
1,"Adults","critical","counter2.png","sandwich",-2400,-3000,-3800,0
1,"Adults","critical","counter2.png","sandwich",-2300,-2900,-3700,0
1,"Adults","critical","counter2.png","sandwich",-2200,-2800,-3600,0
1,"Adults","critical","counter2.png","sandwich",-2100,-2700,-3500,0
1,"Adults","critical","counter2.png","sandwich",-2000,-2600,-3400,0
1,"Adults","critical","counter2.png","sandwich",-1900,-2500,-3300,0
1,"Adults","critical","counter2.png","sandwich",-1800,-2400,-3200,0
1,"Adults","critical","counter2.png","sandwich",-1700,-2300,-3100,0
1,"Adults","critical","counter2.png","sandwich",-1600,-2200,-3000,0
1,"Adults","critical","counter2.png","sandwich",-1500,-2100,-2900,0
1,"Adults","critical","counter2.png","sandwich",-1400,-2000,-2800,0.6
1,"Adults","critical","counter2.png","sandwich",-1300,-1900,-2700,1
1,"Adults","critical","counter2.png","sandwich",-1200,-1800,-2600,1
1,"Adults","critical","counter2.png","sandwich",-1100,-1700,-2500,0.62
1,"Adults","critical","counter2.png","sandwich",-1000,-1600,-2400,0
1,"Adults","critical","counter2.png","sandwich",-900,-1500,-2300,0
1,"Adults","critical","counter2.png","sandwich",-800,-1400,-2200,0
1,"Adults","critical","counter2.png","sandwich",-700,-1300,-2100,0
1,"Adults","critical","counter2.png","sandwich",-600,-1200,-2000,0
1,"Adults","critical","counter2.png","sandwich",-500,-1100,-1900,0
1,"Adults","critical","counter2.png","sandwich",-400,-1000,-1800,0
1,"Adults","critical","counter2.png","sandwich",-300,-900,-1700,0
1,"Adults","critical","counter2.png","sandwich",-200,-800,-1600,0
1,"Adults","critical","counter2.png","sandwich",-100,-700,-1500,0
1,"Adults","critical","counter2.png","sandwich",0,-600,-1400,0
1,"Adults","critical","counter2.png","sandwich",100,-500,-1300,0
1,"Adults","critical","counter2.png","sandwich",200,-400,-1200,0
1,"Adults","critical","counter2.png","sandwich",300,-300,-1100,0.16
1,"Adults","critical","counter2.png","sandwich",400,-200,-1000,1
1,"Adults","critical","counter2.png","sandwich",500,-100,-900,1
1,"Adults","critical","counter2.png","sandwich",600,0,-800,1
1,"Adults","critical","counter2.png","sandwich",700,100,-700,1
1,"Adults","critical","counter2.png","sandwich",800,200,-600,1
1,"Adults","critical","counter2.png","sandwich",900,300,-500,1
1,"Adults","critical","counter2.png","sandwich",1000,400,-400,1
1,"Adults","critical","counter2.png","sandwich",1100,500,-300,1
1,"Adults","critical","counter2.png","sandwich",1200,600,-200,1
1,"Adults","critical","counter2.png","sandwich",1300,700,-100,1
1,"Adults","critical","counter2.png","sandwich",1400,800,0,1
1,"Adults","critical","counter2.png","sandwich",1500,900,100,1
1,"Adults","critical","counter2.png","sandwich",1600,1000,200,1
1,"Adults","critical","counter2.png","sandwich",1700,1100,300,1
1,"Adults","critical","counter2.png","sandwich",1800,1200,400,0.842105263157895
1,"Adults","critical","counter2.png","sandwich",1900,1300,500,0.878048780487805
1,"Adults","critical","counter2.png","sandwich",2000,1400,600,1
1,"Adults","critical","counter2.png","sandwich",2100,1500,700,1
1,"Adults","critical","counter2.png","sandwich",2200,1600,800,1
1,"Adults","critical","counter2.png","sandwich",2300,1700,900,1
1,"Adults","critical","counter2.png","sandwich",2400,1800,1000,1
1,"Adults","critical","counter2.png","sandwich",2500,1900,1100,1
1,"Adults","critical","counter2.png","sandwich",2600,2000,1200,1
1,"Adults","critical","counter2.png","sandwich",2700,2100,1300,1
1,"Adults","critical","counter2.png","sandwich",2800,2200,1400,1
1,"Adults","critical","counter2.png","sandwich",2900,2300,1500,1
1,"Adults","critical","counter2.png","sandwich",3000,2400,1600,1
1,"Adults","critical","counter2.png","sandwich",3100,2500,1700,1
1,"Adults","critical","counter2.png","sandwich",3200,2600,1800,1
1,"Adults","critical","counter2.png","sandwich",3300,2700,1900,1
1,"Adults","critical","counter2.png","sandwich",3400,2800,2000,1
1,"Adults","critical","counter2.png","sandwich",3500,2900,2100,1
1,"Adults","critical","counter2.png","sandwich",3600,3000,2200,1
1,"Adults","critical","counter2.png","sandwich",3700,3100,2300,1
1,"Adults","critical","counter2.png","sandwich",3800,3200,2400,1
1,"Adults","critical","counter2.png","sandwich",3900,3300,2500,1
1,"Adults","critical","counter2.png","sandwich",4000,3400,2600,1
1,"Adults","critical","counter2.png","sandwich",4100,3500,2700,1
1,"Adults","critical","counter2.png","sandwich",4200,3600,2800,1
1,"Adults","critical","counter2.png","sandwich",4300,3700,2900,1
1,"Adults","critical","counter2.png","sandwich",4400,3800,3000,1
1,"Adults","critical","counter2.png","sandwich",4500,3900,3100,1
1,"Adults","critical","counter2.png","sandwich",4600,4000,3200,1
1,"Adults","critical","counter2.png","sandwich",4700,4100,3300,1
1,"Adults","critical","counter2.png","sandwich",4800,4200,3400,1
1,"Adults","critical","counter2.png","sandwich",4900,4300,3500,1
1,"Adults","critical","counter2.png","sandwich",5000,4400,3600,1
1,"Adults","critical","counter2.png","sandwich",5100,4500,3700,1
1,"Adults","critical","desk2.png","laptop",-4100,-4800,-6000,0
1,"Adults","critical","desk2.png","laptop",-4000,-4700,-5900,0
1,"Adults","critical","desk2.png","laptop",-3900,-4600,-5800,0
1,"Adults","critical","desk2.png","laptop",-3800,-4500,-5700,0
1,"Adults","critical","desk2.png","laptop",-3700,-4400,-5600,0.24
1,"Adults","critical","desk2.png","laptop",-3600,-4300,-5500,1
1,"Adults","critical","desk2.png","laptop",-3500,-4200,-5400,1
1,"Adults","critical","desk2.png","laptop",-3400,-4100,-5300,1
1,"Adults","critical","desk2.png","laptop",-3300,-4000,-5200,1
1,"Adults","critical","desk2.png","laptop",-3200,-3900,-5100,1
1,"Adults","critical","desk2.png","laptop",-3100,-3800,-5000,1
1,"Adults","critical","desk2.png","laptop",-3000,-3700,-4900,1
1,"Adults","critical","desk2.png","laptop",-2900,-3600,-4800,1
1,"Adults","critical","desk2.png","laptop",-2800,-3500,-4700,0.84
1,"Adults","critical","desk2.png","laptop",-2700,-3400,-4600,0
1,"Adults","critical","desk2.png","laptop",-2600,-3300,-4500,0
1,"Adults","critical","desk2.png","laptop",-2500,-3200,-4400,0
1,"Adults","critical","desk2.png","laptop",-2400,-3100,-4300,0
1,"Adults","critical","desk2.png","laptop",-2300,-3000,-4200,0
1,"Adults","critical","desk2.png","laptop",-2200,-2900,-4100,0
1,"Adults","critical","desk2.png","laptop",-2100,-2800,-4000,0
1,"Adults","critical","desk2.png","laptop",-2000,-2700,-3900,0
1,"Adults","critical","desk2.png","laptop",-1900,-2600,-3800,0
1,"Adults","critical","desk2.png","laptop",-1800,-2500,-3700,0
1,"Adults","critical","desk2.png","laptop",-1700,-2400,-3600,0
1,"Adults","critical","desk2.png","laptop",-1600,-2300,-3500,0
1,"Adults","critical","desk2.png","laptop",-1500,-2200,-3400,0.14
1,"Adults","critical","desk2.png","laptop",-1400,-2100,-3300,1
1,"Adults","critical","desk2.png","laptop",-1300,-2000,-3200,1
1,"Adults","critical","desk2.png","laptop",-1200,-1900,-3100,1
1,"Adults","critical","desk2.png","laptop",-1100,-1800,-3000,1
1,"Adults","critical","desk2.png","laptop",-1000,-1700,-2900,1
1,"Adults","critical","desk2.png","laptop",-900,-1600,-2800,0.916666666666667
1,"Adults","critical","desk2.png","laptop",-800,-1500,-2700,0.730769230769231
1,"Adults","critical","desk2.png","laptop",-700,-1400,-2600,1
1,"Adults","critical","desk2.png","laptop",-600,-1300,-2500,0.96
1,"Adults","critical","desk2.png","laptop",-500,-1200,-2400,0
1,"Adults","critical","desk2.png","laptop",-400,-1100,-2300,0.4
1,"Adults","critical","desk2.png","laptop",-300,-1000,-2200,1
1,"Adults","critical","desk2.png","laptop",-200,-900,-2100,0.48
1,"Adults","critical","desk2.png","laptop",-100,-800,-2000,0
1,"Adults","critical","desk2.png","laptop",0,-700,-1900,0
1,"Adults","critical","desk2.png","laptop",100,-600,-1800,0
1,"Adults","critical","desk2.png","laptop",200,-500,-1700,0
1,"Adults","critical","desk2.png","laptop",300,-400,-1600,0.68
1,"Adults","critical","desk2.png","laptop",400,-300,-1500,1
1,"Adults","critical","desk2.png","laptop",500,-200,-1400,1
1,"Adults","critical","desk2.png","laptop",600,-100,-1300,1
1,"Adults","critical","desk2.png","laptop",700,0,-1200,1
1,"Adults","critical","desk2.png","laptop",800,100,-1100,0.52
1,"Adults","critical","desk2.png","laptop",900,200,-1000,0
1,"Adults","critical","desk2.png","laptop",1000,300,-900,0
1,"Adults","critical","desk2.png","laptop",1100,400,-800,0
1,"Adults","critical","desk2.png","laptop",1200,500,-700,0.92
1,"Adults","critical","desk2.png","laptop",1300,600,-600,1
1,"Adults","critical","desk2.png","laptop",1400,700,-500,1
1,"Adults","critical","desk2.png","laptop",1500,800,-400,1
1,"Adults","critical","desk2.png","laptop",1600,900,-300,1
1,"Adults","critical","desk2.png","laptop",1700,1000,-200,1
1,"Adults","critical","desk2.png","laptop",1800,1100,-100,1
1,"Adults","critical","desk2.png","laptop",1900,1200,0,1
1,"Adults","critical","desk2.png","laptop",2000,1300,100,1
1,"Adults","critical","desk2.png","laptop",2100,1400,200,1
1,"Adults","critical","desk2.png","laptop",2200,1500,300,1
1,"Adults","critical","desk2.png","laptop",2300,1600,400,1
1,"Adults","critical","desk2.png","laptop",2400,1700,500,1
1,"Adults","critical","desk2.png","laptop",2500,1800,600,1
1,"Adults","critical","desk2.png","laptop",2600,1900,700,1
1,"Adults","critical","desk2.png","laptop",2700,2000,800,1
1,"Adults","critical","desk2.png","laptop",2800,2100,900,1
1,"Adults","critical","desk2.png","laptop",2900,2200,1000,1
1,"Adults","critical","desk2.png","laptop",3000,2300,1100,1
1,"Adults","critical","desk2.png","laptop",3100,2400,1200,1
1,"Adults","critical","desk2.png","laptop",3200,2500,1300,1
1,"Adults","critical","desk2.png","laptop",3300,2600,1400,1
1,"Adults","critical","desk2.png","laptop",3400,2700,1500,1
1,"Adults","critical","desk2.png","laptop",3500,2800,1600,1
1,"Adults","critical","desk2.png","laptop",3600,2900,1700,1
1,"Adults","critical","desk2.png","laptop",3700,3000,1800,1
1,"Adults","critical","desk2.png","laptop",3800,3100,1900,1
1,"Adults","critical","desk2.png","laptop",3900,3200,2000,1
1,"Adults","critical","desk2.png","laptop",4000,3300,2100,1
1,"Adults","critical","desk2.png","laptop",4100,3400,2200,1
1,"Adults","critical","desk2.png","laptop",4200,3500,2300,0.91304347826087
1,"Adults","critical","desk2.png","laptop",4300,3600,2400,0.870967741935484
1,"Adults","critical","desk2.png","laptop",4400,3700,2500,1
1,"Adults","critical","desk2.png","laptop",4500,3800,2600,1
1,"Adults","critical","desk2.png","laptop",4600,3900,2700,1
1,"Adults","critical","desk2.png","laptop",4700,4000,2800,1
1,"Adults","critical","desk2.png","laptop",4800,4100,2900,0.44
1,"Adults","critical","desk2.png","laptop",4900,4200,3000,0
1,"Adults","critical","desk2.png","laptop",5000,4300,3100,0
1,"Adults","critical","fireplace2.png","painting",-4100,-4900,-5400,1
1,"Adults","critical","fireplace2.png","painting",-4000,-4800,-5300,1
1,"Adults","critical","fireplace2.png","painting",-3900,-4700,-5200,1
1,"Adults","critical","fireplace2.png","painting",-3800,-4600,-5100,1
